10222,1,66.976006,87.586,1325.984128,5.167048,-10205.518449306488
10225,1,71.774,90.684,1305.06544,16.491072,-13973.923060655594
10232,1,67.64,88.018005,1138.934272,3.545544,-10706.4243247509
10232,2,64.644,85.884,954.629984,3.092264,-10231.09038734436
10232,3,69.606,89.338,699.75472,4.4878,-10931.108476877213
10232,4,69.528,89.37601,715.704416,5.500456,-8603.737156867981
10232,5,65.868,86.914,343.241696,3.8928,-6578.759230852127
10232,6,64.588,85.884,419.081152,3.857944,-6819.219123840332
10232,7,67.44,87.838,571.46488,2.85612,-13935.604317903519
10221,1,65.184006,86.44,1443.342656,3.403112,-12107.569943666458
10221,2,66.69,87.222,1450.574272,4.279864,-14942.057279586792
10221,3,68.813995,88.743996,919.281776,8.909496,-14339.481662988663
10221,4,68.444,88.584,732.2476,10.765,-12141.442330360413
10221,5,69.145996,88.994,501.710048,8.598088,-7375.804569721222
10221,6,60.804,82.812,1050.48496,3.016208,-8842.371770858765
10221,7,69.259995,89.035995,1308.576192,13.414184,-10955.945894479752
10221,8,68.700005,88.647995,757.822464,6.723432,-8559.678342103958
10221,9,67.188,87.418,561.007104,10.483704,-7674.224823236465
10221,10,71.334,90.362,1060.33984,15.984408,-14366.368483066559
10218,1,66.504,87.119995,1586.148256,5.077872,-12609.063936710358
10226,1,57.318,80.334,179.932928,2.735488,-4685.004124403
10226,2,68.465996,88.544,1178.306752,5.539072,-10803.656762599945
10226,3,71.444,90.506,1345.585696,6.46604,-15394.487446546555
10226,4,63.428,85.082,295.095472,2.601752,-8287.660366535187
10226,5,59.506,81.71001,668.317104,2.47812,-5659.371546506882
10226,6,68.292,88.578,682.02848,7.49792,-16785.402192115784
10226,7,61.992,83.754,904.63744,2.86276,-8191.165991067886
10217,1,63.818,85.38,562.879296,2.927512,-14091.458725690842
10217,2,68.232,88.418,573.300224,5.354384,-8927.394783735275
10217,3,69.842,89.229996,682.197824,8.442856,-12234.309089183807
10217,4,67.14,87.636,1071.19824,7.787232,-11823.563432455063
10217,5,70.118,89.518005,769.34256,10.819184,-13151.293010473251
10217,6,70.632,90.006,630.623168,6.965824,-9562.803104162216
10217,7,68.354004,88.642,944.569696,7.374944,-15143.519214868546
10217,8,71.002,90.194,1267.899136,19.662616,-10353.513216257095
10217,9,63.447998,85.202,382.330368,4.121176,-5514.496360778809
10217,10,68.243996,88.54401,641.26048,8.769064,-7381.710444450378
