10204,1,60.328003,83.002,1325.984128,5.167048,-1849.6423189640045
10204,2,63.798,85.79,1305.06544,16.491072,-2484.559718608856
10204,3,60.094,83.044,1138.934272,3.545544,-1839.6779971122742
10204,4,57.276,80.908,954.629984,3.092264,-1802.6313962936401
10204,5,62.96,85.194,699.75472,4.4878,-1937.8017728328705
10204,6,62.606003,84.70599,715.704416,5.500456,-1579.44766831398
10204,7,58.726,81.808,343.241696,3.8928,-1183.6901841163635
10204,8,57.426,80.662,419.081152,3.857944,-1211.5498642921448
10204,9,60.052002,82.9,571.46488,2.85612,-2476.443912267685
10205,1,58.336,81.624,1443.342656,3.403112,-2235.332517385483
10205,2,59.308,82.212,1450.574272,4.279864,-2718.9505875110626
10205,3,60.697998,83.316,919.281776,8.909496,-2656.414351463318
10205,4,60.734,83.24,732.2476,10.765,-2221.4309730529785
10205,5,61.84,84.082,501.710048,8.598088,-2120.3541889190674
10205,6,53.657997,77.752,1050.48496,3.016208,-1821.8269710540771
10205,7,61.162003,83.756,1308.576192,13.414184,-2179.936533689499
10205,8,60.781998,83.593994,757.822464,6.723432,-1949.4400753974915
10205,9,58.913998,81.81,561.007104,10.483704,-2095.731226682663
10205,10,63.615997,85.656006,1060.33984,15.984408,-2800.3478395938873
10206,1,59.188004,82.350006,1586.148256,5.077872,-2467.029956102371
10206,2,50.962,75.546,179.932928,2.735488,-1493.4809317588806
10206,3,61.16,83.682,1178.306752,5.539072,-2236.06964802742
10206,4,64.44,86.21001,1345.585696,6.46604,-2897.8468334674835
10206,5,56.03,79.908,295.095472,2.601752,-1832.6464385986328
10206,6,52.14,76.11,668.317104,2.47812,-1798.8452768325806
10206,7,60.253998,83.272,682.02848,7.49792,-3209.3765931129456
10206,8,54.178,78.226,904.63744,2.86276,-1841.2158043384552
10206,9,60.234,83.04,1414.689024,12.268296,-2520.601669549942
10206,10,59.496002,82.25,354.467008,4.495128,-1644.7430543899536
10207,1,56.43,80.162,562.879296,2.927512,-2513.269201517105
10207,2,61.314003,83.906006,573.300224,5.354384,-1577.9353630542755
10207,3,61.738,84.285995,682.197824,8.442856,-2219.3315782546997
10207,4,59.492,82.61,1071.19824,7.787232,-2084.121464252472
10207,5,62.454002,84.574,769.34256,10.819184,-2336.2528624534607
10207,6,63.538,85.366,630.623168,6.965824,-1671.4197010993958
10207,7,60.357998,83.334,944.569696,7.374944,-2635.823609352112
10207,8,63.25,85.486,1267.899136,19.662616,-1856.3939106464386
10207,9,56.47,79.942,382.330368,4.121176,-1106.6044681072235
10207,10,60.584,83.464,641.26048,8.769064,-1375.3058054447174
